GSM136508.CEL.gz,GSM136530.CEL.gz,GSM136517.CEL.gz,GSM136576.CEL.gz,GSM136566.CEL.gz,GSM136574.CEL.gz,GSM136575.CEL.gz,GSM136569.CEL.gz,GSM136568.CEL.gz,GSM136559.CEL.gz,GSM136565.CEL.gz,GSM136573.CEL.gz,GSM136523.CEL.gz,GSM136509.CEL.gz,GSM136727.CEL.gz,GSM136510.CEL.gz,GSM136515.CEL.gz,GSM136522.CEL.gz,GSM136507.CEL.gz,GSM136524.CEL.gz,GSM136514.CEL.gz,GSM136563.CEL.gz,GSM136564.CEL.gz,GSM136572.CEL.gz
10.87150241,10.85604621,10.90007435,11.16668289,10.65099104,10.86024826,11.04167544,10.63551545,10.84594987,10.80507186,10.82855993,10.99915626,11.05413059,10.81704693,10.98571879,10.91401883,10.98656879,10.78950073,10.90748309,11.15736926,10.96909089,10.54206036,10.89686848,10.75243796
10.90326882,10.96345359,11.09737718,11.12371455,10.79189468,11.12852258,11.1496701,10.85328842,11.14314105,10.75888106,10.83860549,11.00310444,10.88467074,11.05479196,11.12473954,11.0162068,11.11711178,11.04129548,10.89947356,11.16291265,11.06877191,10.64451128,10.85845123,11.20205294
12.21104077,12.42126245,12.45736818,12.57714697,12.45336287,12.3933302,12.5112214,12.40225623,12.54045611,12.38277579,12.39805781,12.45664264,12.44055001,12.40763705,12.49776097,12.39191852,12.29839423,12.43609263,12.31215152,12.44592008,12.4432744,12.39226175,12.31170786,12.5281697
11.63064518,11.40997421,11.36315051,10.65860293,11.32813073,10.69316295,10.7537082,11.38602861,10.50446713,11.17002041,11.11229716,11.0250594,11.46097662,11.47380939,11.25220447,11.4422281,11.59771063,11.20559733,11.54199483,11.31472476,11.51793254,11.3011973,10.76563509,10.8900386
8.955104774,8.973173897,9.084992524,9.074766349,9.015455345,9.17775752,9.308586728,9.169012308,9.112959445,9.064219498,9.103988642,9.066034312,9.243084629,9.171617383,8.939045109,9.123958087,8.726930388,9.306897289,9.013779651,9.078272615,9.518819574,9.142245956,9.013399572,9.268675755
11.52682161,11.90661076,11.72384133,11.66632678,11.82473072,11.68792186,11.7470915,11.43480082,11.59861902,11.66490114,11.60677568,11.58219704,11.82099242,11.68792981,11.89999206,11.54243009,11.46302756,11.88014022,11.53876272,11.91529489,11.57637732,11.91499197,11.92651595,11.5405783
11.92911288,11.82191529,11.71708416,11.6810734,11.49221202,11.72237525,11.5699699,11.59138014,11.69045714,11.51671924,11.60096062,11.79712263,11.52824647,11.70733301,11.68949807,11.79647112,11.98263582,11.64551621,11.89972713,11.78402909,11.70338204,11.28224995,11.4193294,11.63981843
10.36087819,10.22090222,10.27465656,10.11066544,10.34726189,10.25651664,10.47331311,10.04035652,10.18489922,10.14910586,10.38644518,10.17676382,10.24904184,10.27491664,10.42857886,10.25041199,10.53102191,10.24886761,10.24650824,10.27444047,10.08182939,10.29248225,10.25029434,10.13885809
12.15943963,12.10891651,11.94960662,11.55639355,11.90231813,11.90888351,11.81022527,11.78728743,11.81531372,11.76642498,11.66017561,11.78585705,11.95217308,11.83310128,11.69997459,11.8901123,12.22376594,11.89780974,11.86259813,11.98989783,11.74682571,11.89250255,11.70139909,11.93477702
11.78153316,11.71284,11.77524056,12.01653634,11.48686895,11.82774475,11.84695784,11.61513821,11.8580571,11.58847362,11.67592905,11.62411015,11.68275796,11.71115496,11.86338055,11.68906111,11.7933416,11.78483293,11.80146658,11.89740752,11.74138912,11.41598021,11.25705982,11.79118445
11.84082883,11.83448435,11.78629219,12.16115876,11.59428917,12.03368609,11.66892445,11.77512855,12.00932479,11.80890783,11.62376008,11.91046096,11.64858381,11.68595207,11.83967191,11.80614557,11.87724043,11.70965476,11.6691703,12.0031603,11.96336964,11.37598148,11.68163215,11.80062717
8.671261523,8.782323526,8.755419611,9.04280112,8.617808696,8.813222667,8.60257976,8.916803468,8.918981158,8.897941178,8.658080337,9.157894529,8.875943575,8.548139981,8.477281189,8.431659178,8.323555359,8.94596562,8.508528565,8.974877972,9.06276394,8.800920917,8.652389744,8.595318433
9.234720946,9.5079382,9.393638162,9.604269514,9.499977481,9.912932476,9.715051563,9.599100202,10.19221337,9.709331028,9.798425758,9.821415296,9.48761848,9.36596472,9.458707354,9.446177153,9.213405132,9.523642565,9.400730841,9.427685485,9.402032296,9.621040688,9.809275786,9.531731946
12.1933824,12.12150014,12.07051758,12.16191665,12.00113698,11.9704391,12.0312439,11.92279067,11.84041311,12.04764281,11.9990416,12.10293513,12.05690288,12.06868689,12.13100864,12.1635819,12.4702532,11.8756092,12.17213895,12.03010628,12.14480815,11.90169955,11.95714113,12.1294658
11.09535338,11.32488712,11.37499788,11.02407758,11.35234913,11.13202727,11.40044928,11.12643015,11.19315453,11.30465779,11.31110426,11.20307392,11.32672113,11.37624124,11.30534313,11.25203636,11.15888244,11.30560744,11.49994695,11.31147759,11.33264045,11.3204738,11.31090151,11.41964939
12.34733044,12.24127876,12.26858748,11.87450492,12.18375276,11.88434081,11.99145703,12.12144919,11.73803233,11.79577938,12.08890505,11.98236007,12.300614,12.20516815,12.15512281,12.31115073,12.413562,12.33365267,12.37154777,12.31135404,12.34668313,12.08963569,11.55625989,12.06857637
11.67537218,11.82719095,11.90508351,12.14349216,11.52286798,11.86805151,11.92000013,11.84302579,11.82623009,11.89743824,11.90376454,12.00173801,11.92584121,11.75600988,11.99682301,11.84939579,11.99542659,11.92885001,11.90377561,12.01437575,11.7703495,11.39821536,11.7105542,11.83231642
9.504151486,9.605032855,9.719932978,9.735109363,9.394036821,8.780927972,9.207504807,9.126340265,9.225815758,9.351614241,9.398572783,9.171492585,9.594316997,9.388621501,9.962041942,9.519928835,9.562425729,9.668147065,9.332818211,9.732743177,9.601014782,9.241529311,9.050709734,9.166508166
11.15071652,11.14655215,11.05987415,11.20992076,10.55962155,10.90049983,11.19360253,10.60151345,10.8690398,11.11225784,11.00551058,11.09455394,11.15844538,11.05275993,11.16702326,11.09062839,11.15993239,10.88422898,10.99462318,11.17401318,10.94591148,10.57191706,10.97333232,11.04149648
8.316651413,8.230831481,8.371414232,8.118942509,8.090738482,8.079521505,8.307242416,7.900647397,7.974053267,8.019922916,8.316166331,8.084958103,8.436176482,8.514854515,8.488859015,8.572392332,8.377978171,8.337109255,8.59402553,8.491174525,8.405591848,8.240245927,8.515138976,8.083059074
11.3955895,11.36103613,11.31049689,11.51075963,11.20801728,11.47005712,11.35316272,11.17246102,11.52120018,11.36523824,11.43060973,11.22705345,11.2125237,11.25317467,11.33421069,11.37508383,11.46626446,11.33104139,11.29352485,11.26718016,11.24888333,11.00415241,11.2289314,11.35362478
9.047238691,8.953760197,8.776956526,9.306052487,8.373568024,8.991861184,9.019452907,8.835934027,8.865064955,8.615918722,8.769562402,8.84037626,8.890524148,8.925807611,9.035646103,8.907240055,9.05351564,9.062348846,8.871083858,9.267917073,9.037355619,8.109258867,8.398058148,8.800145422
11.52001296,11.48117238,11.53303066,11.59010639,11.32730591,11.61653758,11.36467996,11.38269502,11.67592517,11.56184318,11.58728211,11.57360755,11.40807121,11.37039308,11.55068906,11.41263612,11.75376727,11.52671354,11.58502925,11.71130148,11.47409435,11.21883326,11.39764274,11.60913691
9.616360623,9.997989734,9.903141493,8.883705123,9.801182554,9.325918766,9.766850989,9.897955123,9.458952447,9.6034812,9.724129471,9.959716021,10.00651186,10.03763141,9.641767544,9.70117281,9.734764897,9.831468645,9.995529431,10.11611343,9.933991933,10.10385887,9.930407199,9.703362524
9.495959303,9.791934914,9.428161865,9.851725396,9.372911361,9.619668409,9.704147897,9.404342609,9.778820706,9.575005599,9.526888076,9.541697255,9.549535041,9.735114308,9.501131541,9.550643152,9.847085413,9.574330763,9.471967822,9.652500569,9.695195832,9.356701139,9.387180525,9.679273696
9.663147525,9.814651851,9.85807135,9.392667863,9.483271422,9.141605333,9.376720641,9.001891811,9.053754769,8.780209964,8.95732389,8.91295625,10.01379823,10.10626785,9.867232443,9.755918533,9.137445281,9.716763936,9.783974447,9.99499673,9.841078675,9.64155537,8.927431913,9.760908306
8.353102134,8.145358906,8.27497176,8.230885969,7.932459649,8.131654451,8.122921304,8.408071454,8.4917452,8.357263733,8.438083336,8.945021417,8.359101285,8.425259763,8.969916964,8.119751103,8.442982393,8.192124711,8.719829599,8.436318548,8.35991185,8.289248589,8.383564625,8.432827083
9.940096822,9.921458325,9.71423343,9.468335063,9.621515249,9.243735996,9.750795468,9.7259711,9.270589026,9.844764792,9.901576577,9.830478285,10.04869433,9.765344631,10.06825493,9.874379324,10.03014284,9.756031738,9.501489451,10.02892523,9.740998279,9.711213705,9.75131865,9.791915412
9.094308478,8.979288348,9.162698153,8.823409347,8.934354278,8.943605243,9.266032828,8.866993199,9.033002304,9.018289135,9.086094366,9.100102413,9.085375411,9.039611653,9.10959309,9.03590447,9.261565979,8.943792816,9.100244944,9.208235536,9.145125677,9.03611992,9.101092726,8.935430707
8.644410453,8.540397428,8.494396893,8.061931496,8.595330551,8.148659593,8.236814244,8.585820664,8.18625802,8.402717806,8.526903958,8.496569256,8.559788455,8.528742615,8.821840862,8.466842932,8.290058138,8.493893527,8.689863344,8.598734199,8.429832926,8.723919332,8.612013467,8.64533456
9.324434188,9.722838962,9.792174429,9.158986975,9.675181922,9.658016245,9.65743878,9.495499678,9.563733919,9.341638688,9.243468487,9.380914205,9.766067407,9.251579649,9.895630056,9.73324674,9.390747996,9.650365155,9.784727496,9.656013149,9.681566464,9.341079002,9.4972959,9.214872497
8.379685147,8.734220531,8.658890496,8.948011547,8.265763766,8.418811577,8.714719084,8.250602625,8.606427701,8.200910174,8.408472212,8.174993629,8.361088225,8.044938463,8.520513329,8.43710356,8.439807915,8.783948349,8.16724922,8.767346419,8.548727819,7.933981107,7.790813699,8.528141993
9.874723749,9.784007754,10.08891718,9.706908137,9.756902559,9.76211926,9.999768333,10.16589232,9.813216491,9.847248998,9.902814362,9.669731291,9.664011791,9.789683016,9.944037502,10.07279736,9.864399912,9.89095031,10.07816865,9.929039443,9.880534771,9.606187002,9.941557451,9.93948068
6.760518277,6.99648975,6.925947858,7.031895857,6.947517167,7.059534908,7.354078348,7.212064666,7.11008813,7.245896996,7.115935376,6.968106691,7.052918075,6.884098025,7.17847578,6.801589211,6.473361055,6.866779693,6.910772176,6.842411366,7.027420991,7.102843982,7.2027747,7.061693276
7.259757044,6.945766217,7.319163403,7.696803511,7.310849739,7.605168921,7.521581478,7.308603047,7.485222362,7.455412193,7.37271825,7.274206492,7.435792794,7.185461461,7.220206505,7.263677822,7.297197671,7.528347502,7.055961376,7.447737731,7.542817872,7.197071133,7.236665383,7.311341175
6.397182529,6.217951324,6.416477786,6.106812572,5.919414813,5.655307691,5.621800389,5.763985941,5.88946192,5.945224825,5.915298293,5.960635229,6.437166345,6.262655194,6.521947225,6.122677286,6.550564794,6.464188759,6.481710564,6.400680836,6.5137684,6.241439561,5.996899622,5.655893588
8.579152172,8.790741328,8.680297658,7.591646449,8.757534254,8.461607755,8.008990287,8.011917554,8.433235057,7.799974283,8.263243374,7.862686409,8.735786528,8.786105314,9.085832788,8.826848805,8.6465215,8.679239916,8.817992213,8.813394915,8.859038205,8.421528837,7.929829923,8.077885943
8.132990269,8.278443992,8.266260615,8.208912338,8.288265473,8.213020869,8.000475088,8.400523358,8.430725512,8.206161864,8.199432086,8.333332993,8.279821151,8.213783438,8.802486159,8.422964374,8.420920779,8.126800539,8.582764655,8.272525991,8.387510149,8.23390196,8.33050844,8.16669942
7.018405822,7.054190289,7.093409531,7.26812914,6.792866593,6.906759499,6.584386416,7.02980494,7.037513952,6.779237496,6.564138418,6.945220656,7.033053248,6.964507878,6.972684728,7.008702795,6.939858541,6.899458845,7.053560568,7.083511787,7.062746822,6.688893861,6.812412349,7.146419399
9.423084908,9.200223957,9.3453479,8.789436103,9.167135365,8.14566484,8.592349065,8.514677149,8.432029055,8.577726397,8.522096902,8.160920807,9.197636072,9.438876802,9.682266182,9.13981715,9.502376283,9.063582808,9.421016321,9.171217326,9.343116484,9.239545406,8.627496254,8.692054613
6.10055802,6.603925906,6.804554035,6.663057737,6.319389282,6.98157496,6.665791497,6.191030865,6.937954886,5.748224512,6.272059362,6.080814773,6.267269028,6.226128388,6.190885062,6.221235938,6.186373419,6.958264613,6.169164851,6.79594576,6.474461101,6.072254558,6.226760638,6.706207889
10.14766833,10.53337637,10.28776532,9.686163302,10.38188943,9.863004376,10.4986088,10.04207861,10.0036821,10.08109866,10.36152025,10.20896294,10.45726864,10.42037495,10.55298773,10.31680851,10.24571625,10.38169286,10.24555459,10.40217568,10.28543595,10.27607997,10.35162062,10.16916955
9.234352437,9.150483755,9.288423585,9.221061586,8.800868213,8.870082361,9.150693757,9.091848289,8.848462519,8.789734058,9.245964022,9.237046266,9.35394759,9.381850892,9.287735726,9.345642543,9.29680105,9.391398163,9.488133536,9.340111351,9.425592025,9.08014615,8.830545412,9.312755906
10.12333464,10.64940064,10.5208283,9.889358588,10.51201648,10.38234617,10.70241447,10.25366065,10.36649104,10.29084592,10.59706602,10.1757104,10.51218459,10.7459392,10.66586373,10.49564367,10.26662843,10.61552974,10.52823066,10.55587501,10.5811075,10.17209674,10.54350189,10.08292304
8.823991215,8.67166476,8.543710447,8.458093931,8.454996191,8.421392661,8.528303961,8.485747219,8.363011183,8.599808363,8.682406553,8.706537986,8.494786395,8.710029583,8.815172423,8.655755172,8.764702851,8.546235898,8.62843713,8.772754647,8.798690701,8.410566175,8.615545695,8.604079838
12.11670252,12.1949084,12.10007928,12.31833051,11.92467553,12.20257485,12.07026193,12.0081989,12.17549839,11.98449494,12.01345887,11.77360976,12.18861833,12.13898998,12.0666776,12.1498055,12.33212366,12.06715044,12.11984444,12.27457049,12.20559457,11.91643529,11.82241892,12.06854607
11.99357881,11.99403491,11.9661183,12.05777875,12.06444434,12.12839347,11.98719009,11.92526997,11.92840399,11.99758468,12.006891,12.18947023,12.0767083,11.94628734,12.06588059,11.91126051,12.07549069,12.05338927,11.89690292,12.06034028,11.97307181,11.94579609,11.928146,12.15881432
10.73804581,10.96360769,10.84789021,11.19409357,10.43768748,10.74951444,11.06103418,10.75910491,10.76544036,10.81454689,10.8812179,10.98680281,10.88646041,10.74812644,11.02043526,10.61328294,10.92074416,10.94850344,10.61916117,11.17443518,10.91324359,10.27677272,10.708476,10.79770374
11.71712344,11.43375848,11.4029545,10.82519485,11.36385783,11.06662598,11.11774837,11.40801234,11.30496303,11.38433621,11.27592171,11.70697737,11.62871713,11.76774651,11.44538191,11.72841256,11.51756554,11.47087826,11.84402059,11.56936208,11.68399509,11.42095151,11.39881051,11.5847209
9.739163704,10.10718601,9.989540271,9.052864828,10.01195841,9.581605911,10.03507759,9.839263679,9.571077438,9.637849612,9.982592803,9.645934519,9.92896268,9.706447453,10.04867117,10.13116517,9.707397863,9.998247025,9.997473145,10.02569296,9.895786303,10.01285463,9.925982093,9.797384279
7.753658916,7.884603236,7.748876353,8.040237041,7.913223333,8.207904925,7.832565995,8.205657184,8.215332866,8.027186756,8.138958843,8.374138266,8.139973103,8.310098392,8.179488501,8.02997131,7.788469431,7.968973247,7.977704212,8.066715253,8.490971615,7.966102351,8.061012405,7.920601703
8.367085142,8.596244057,8.507946971,8.966535144,8.538533714,8.900776146,8.674563532,8.783722336,8.795183067,8.434379657,8.534656227,8.718795672,8.642351779,8.276702934,7.746192413,8.407865688,8.467017015,8.669611146,8.292176952,8.657125642,8.47258899,8.62381801,8.386930711,8.911065933
10.2589807,10.45692732,10.53875019,10.49973534,10.81532079,10.55919566,10.851903,10.61950969,10.59997392,10.68921034,10.78784953,10.36048725,10.36404019,10.32519884,10.42336646,10.36788539,10.1694893,10.54148949,10.27020217,10.31859047,10.3215911,10.62232354,10.79835934,10.47949965
6.679080397,7.063633038,7.251364066,7.27958127,6.724964307,7.077337608,6.89852778,7.231413232,7.094494009,6.915175171,6.996204729,7.06091248,7.183097075,6.796356341,6.137725668,6.758122847,6.554261853,7.207327379,6.776471245,7.10624631,7.174925705,7.086601659,6.716380707,7.105197592
6.774615464,6.850203132,7.088653456,7.188150162,6.758225146,6.853983611,6.750982886,6.81543748,7.030920421,6.801126274,6.745244416,6.755183084,7.107345718,7.009741544,7.130745444,6.807375439,7.03261913,6.886000612,7.155332181,7.210845927,7.320369873,6.761124678,6.854791256,7.007332102
6.979202615,7.134562227,7.12213571,7.030970336,6.581832968,7.167481232,7.185714199,6.886536567,7.205131175,6.931614097,6.896018441,6.866535207,6.957961499,6.760120176,6.79545119,6.790973621,7.090282054,7.224080851,6.563486474,7.209769943,7.013798068,6.955224131,6.291740199,6.85856397
9.415625665,9.458107869,9.102441413,8.288105528,9.402639396,8.636046794,8.789155054,9.136794695,8.943473501,9.078684838,9.299498475,9.373634829,9.475398604,9.77581566,9.465103636,9.64970482,9.108026159,9.45188124,9.431224523,9.417940955,9.705003791,9.478939062,9.301789137,9.106454516
7.817377114,8.31765177,8.164937819,8.710890264,7.700276429,8.317262108,8.537522086,7.855647417,8.006002441,7.776955907,8.095174106,8.160112085,8.479710448,8.267924879,8.206441631,8.288888266,8.143316046,8.465129399,8.041092062,8.54089388,8.442884773,7.930761174,7.964556247,7.943163593
